,MAL_ID,Genres,Type,Episodes,Studios,Rating,Start_year,Start_season,Score,range_episodes,Genres_Split,Studios_Split
8890,23289,"Comedy, Romance, School",TV,12,Doga Kobo,PG-13 - Teens 13 or older,2014,Summer,7.96,[1 - 13],"['Comedy', 'Romance', 'School']",['DogaKobo']
8891,23293,"Action, Adventure, Drama, Seinen",Movie,1,Telecom Animation Film,R+ - Mild Nudity,2014,Spring,7.83,[1 - 13],"['Action', 'Adventure', 'Drama', 'Seinen']",['TelecomAnimationFilm']
8893,23301,"Action, Adventure, Comedy, Kids, Fantasy",Special,4,OLM,PG - Children,2014,Spring,7.44,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Kids', 'Fantasy']",['OLM']
8894,23303,"Drama, Historical, Slice of Life",OVA,1,Toei Animation,G - All Ages,1994,Summer,5.92,[1 - 13],"['Drama', 'Historical', 'SliceofLife']",['ToeiAnimation']
8895,23305,Hentai,OVA,1,Seven,Rx - Hentai,2014,Spring,6.59,[1 - 13],['Hentai'],['Seven']
8896,23309,"Action, Harem, Police, Ecchi",TV,12,Passione,R+ - Mild Nudity,2014,Summer,6.41,[1 - 13],"['Action', 'Harem', 'Police', 'Ecchi']",['Passione']
8897,23311,"Action, Demons, Fantasy, Magic, Supernatural",TV,24,MAPPA,R - 17+ (violence & profanity),2014,Fall,7.41,[13 - 25],"['Action', 'Demons', 'Fantasy', 'Magic', 'Supernatural']",['MAPPA']
8900,23317,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",OVA,2,A-1 Pictures,R - 17+ (violence & profanity),2015,Winter,8.12,[1 - 13],"['Action', 'Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Shounen']",['A-1Pictures']
8901,23319,"Action, Adventure, Mecha, Sci-Fi",OVA,2,Production I.G,PG-13 - Teens 13 or older,2014,Summer,7.38,[1 - 13],"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",['ProductionI.G']
8902,23321,"Action, Game, Adventure, Magic, Fantasy",TV,25,Studio Deen,PG-13 - Teens 13 or older,2014,Fall,7.62,[25 - 37],"['Action', 'Game', 'Adventure', 'Magic', 'Fantasy']",['StudioDeen']
8903,23325,"Action, Mecha",TV,24,Xebec,R - 17+ (violence & profanity),2014,Summer,6.5,[13 - 25],"['Action', 'Mecha']",['Xebec']
8904,23327,"Space, Comedy, Sci-Fi",TV,13,Bones,PG-13 - Teens 13 or older,2014,Summer,8.27,[13 - 25],"['Space', 'Comedy', 'Sci-Fi']",['Bones']
8905,23333,"Action, Sci-Fi, Super Power, Psychological",TV,12,NAZ,PG-13 - Teens 13 or older,2014,Summer,6.09,[1 - 13],"['Action', 'Sci-Fi', 'SuperPower', 'Psychological']",['NAZ']
8907,23343,"Fantasy, Slice of Life",Movie,1,Toei Animation,G - All Ages,1996,Summer,5.7368421052631575,[1 - 13],"['Fantasy', 'SliceofLife']",['ToeiAnimation']
8908,23345,Slice of Life,Movie,1,Toei Animation,G - All Ages,1985,Fall,5.490909090909091,[1 - 13],['SliceofLife'],['ToeiAnimation']
8912,23353,"Action, Drama, Seinen",OVA,1,J.C.Staff,R - 17+ (violence & profanity),1996,Winter,6.0,[1 - 13],"['Action', 'Drama', 'Seinen']",['J.C.Staff']
8913,23359,"Action, Comedy, Military",Special,1,Sunrise,PG-13 - Teens 13 or older,2013,Fall,7.16,[1 - 13],"['Action', 'Comedy', 'Military']",['Sunrise']
8914,23361,Comedy,Special,2,J.C.Staff,PG-13 - Teens 13 or older,2013,Spring,7.01,[1 - 13],['Comedy'],['J.C.Staff']
8917,23367,"Comedy, School",Special,6,Nomad,PG-13 - Teens 13 or older,2013,Fall,6.27,[1 - 13],"['Comedy', 'School']",['Nomad']
8918,23369,Comedy,Special,1,J.C.Staff,PG-13 - Teens 13 or older,2012,Summer,6.71,[1 - 13],['Comedy'],['J.C.Staff']
8919,23375,Music,TV,10,Yaoyorozu,G - All Ages,2014,Summer,5.38,[1 - 13],['Music'],['Yaoyorozu']
8920,23383,"Comedy, Seinen",OVA,1,Brain's Base,PG-13 - Teens 13 or older,2014,Summer,7.37,[1 - 13],"['Comedy', 'Seinen']","[""Brain'sBase""]"
8921,23385,"Fantasy, Slice of Life, Supernatural",Special,1,Kyoto Animation,PG-13 - Teens 13 or older,2014,Summer,7.67,[1 - 13],"['Fantasy', 'SliceofLife', 'Supernatural']",['KyotoAnimation']
8922,23387,"Action, Sci-Fi",ONA,4,Shimogumi,G - All Ages,2014,Winter,5.14,[1 - 13],"['Action', 'Sci-Fi']",['Shimogumi']
8924,23399,"Comedy, Slice of Life",Movie,1,Kyoto Animation,PG-13 - Teens 13 or older,2014,Spring,6.51,[1 - 13],"['Comedy', 'SliceofLife']",['KyotoAnimation']
8928,23409,"Action, Adventure, Comedy, Shounen",TV,49,Ascension,PG-13 - Teens 13 or older,2014,Spring,5.92,[49 - 61],"['Action', 'Adventure', 'Comedy', 'Shounen']",['Ascension']
8929,23421,"Mystery, Comedy, Super Power, Drama",TV,12,Lerche,R - 17+ (violence & profanity),2014,Summer,7.4,[1 - 13],"['Mystery', 'Comedy', 'SuperPower', 'Drama']",['Lerche']
8931,23425,"Comedy, Josei",Special,11,Manglobe,PG-13 - Teens 13 or older,2013,Spring,6.9,[1 - 13],"['Comedy', 'Josei']",['Manglobe']
8933,23433,"Slice of Life, Comedy, Josei",TV,12,Seven,PG-13 - Teens 13 or older,2014,Summer,6.25,[1 - 13],"['SliceofLife', 'Comedy', 'Josei']",['Seven']
8934,23439,Slice of Life,ONA,1,A-1 Pictures,G - All Ages,2014,Spring,6.57,[1 - 13],['SliceofLife'],['A-1Pictures']
8935,23441,"Comedy, Romance, Shounen Ai",OVA,1,J.C.Staff,PG-13 - Teens 13 or older,2014,Fall,7.48,[1 - 13],"['Comedy', 'Romance', 'ShounenAi']",['J.C.Staff']
8936,23447,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",Special,1,J.C.Staff,PG-13 - Teens 13 or older,2014,Summer,7.21,[1 - 13],"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'SliceofLife']",['J.C.Staff']
8937,23459,"Action, Comedy, Fantasy",Special,1,A-1 Pictures,PG-13 - Teens 13 or older,2014,Fall,6.74,[1 - 13],"['Action', 'Comedy', 'Fantasy']",['A-1Pictures']
8942,23487,"Magic, Comedy",Special,6,J.C.Staff,PG-13 - Teens 13 or older,2014,Winter,6.76,[1 - 13],"['Magic', 'Comedy']",['J.C.Staff']
8944,23511,"Action, Game, Comedy, Kids",TV,32,Fanworks,PG-13 - Teens 13 or older,2014,Spring,4.84,[25 - 37],"['Action', 'Game', 'Comedy', 'Kids']",['Fanworks']
8945,23515,Fantasy,OVA,1,Shin-Ei Animation,G - All Ages,1983,Summer,5.065934065934066,[1 - 13],['Fantasy'],['Shin-EiAnimation']
8949,23537,"Sports, Kids",Special,1,Group TAC,PG - Children,1982,Spring,5.709677419354839,[1 - 13],"['Sports', 'Kids']",['GroupTAC']
8951,23551,"Comedy, Slice of Life",TV,12,Seven,PG-13 - Teens 13 or older,2014,Summer,5.99,[1 - 13],"['Comedy', 'SliceofLife']",['Seven']
8952,23555,"Kids, Magic",TV,52,Kachidoki Studio,G - All Ages,2014,Spring,5.345679012345679,[49 - 61],"['Kids', 'Magic']",['KachidokiStudio']
8955,23579,"Romance, School, Shoujo",OVA,8,SynergySP,PG - Children,2014,Spring,6.29,[1 - 13],"['Romance', 'School', 'Shoujo']",['SynergySP']
8957,23583,"Drama, Historical, Kids, Shoujo, Slice of Life",Special,2,Nippon Animation,G - All Ages,2001,Winter,6.14,[1 - 13],"['Drama', 'Historical', 'Kids', 'Shoujo', 'SliceofLife']",['NipponAnimation']
8959,23587,"Comedy, Drama, Music",TV,13,A-1 Pictures,PG-13 - Teens 13 or older,2015,Winter,7.15,[13 - 25],"['Comedy', 'Drama', 'Music']",['A-1Pictures']
8963,23605,Action,ONA,26,Trigger,R - 17+ (violence & profanity),2015,Spring,6.6,[25 - 37],['Action'],['Trigger']
8964,23607,"Comedy, Ecchi, Kids, Parody, Shounen",TV,22,Gallop,PG - Children,1989,Fall,5.309523809523809,[13 - 25],"['Comedy', 'Ecchi', 'Kids', 'Parody', 'Shounen']",['Gallop']
8970,23619,"Comedy, Ecchi, Parody",OVA,1,Xebec,PG-13 - Teens 13 or older,2014,Spring,7.09,[1 - 13],"['Comedy', 'Ecchi', 'Parody']",['Xebec']
8972,23623,"Comedy, School, Seinen, Slice of Life",TV,12,SILVER LINK.,PG-13 - Teens 13 or older,2015,Summer,8.18,[1 - 13],"['Comedy', 'School', 'Seinen', 'SliceofLife']",['SILVERLINK.']
8981,23647,"Comedy, Kids, Martial Arts, Slice of Life",Movie,1,Shin-Ei Animation,G - All Ages,1983,Winter,6.17,[1 - 13],"['Comedy', 'Kids', 'MartialArts', 'SliceofLife']",['Shin-EiAnimation']
8986,23673,"Comedy, Romance, School, Shoujo",TV,12,TYO Animations,PG-13 - Teens 13 or older,2014,Fall,7.17,[1 - 13],"['Comedy', 'Romance', 'School', 'Shoujo']",['TYOAnimations']
8989,23679,"Slice of Life, Comedy, Josei",Special,1,Seven,PG-13 - Teens 13 or older,2014,Spring,5.67,[1 - 13],"['SliceofLife', 'Comedy', 'Josei']",['Seven']
8990,23697,"Action, Comedy",Movie,7,ufotable,G - All Ages,2007,Fall,6.41,[1 - 13],"['Action', 'Comedy']",['ufotable']
8992,23701,"Slice of Life, Comedy, Romance, School",OVA,1,J.C.Staff,PG-13 - Teens 13 or older,2009,Spring,7.49,[1 - 13],"['SliceofLife', 'Comedy', 'Romance', 'School']",['J.C.Staff']
8993,23703,"Adventure, Sci-Fi",Special,1,Tatsunoko Production,PG-13 - Teens 13 or older,2014,Winter,7.4,[1 - 13],"['Adventure', 'Sci-Fi']",['TatsunokoProduction']
9001,23725,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,3,SILVER LINK.,R+ - Mild Nudity,2014,Fall,7.37,[1 - 13],"['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']",['SILVERLINK.']
9006,23735,"Ecchi, Comedy, Mecha, Seinen",Special,6,TNK,R+ - Mild Nudity,2014,Summer,6.16,[1 - 13],"['Ecchi', 'Comedy', 'Mecha', 'Seinen']",['TNK']
9009,23741,"Drama, Historical, School, Slice of Life",Special,2,Nippon Animation,G - All Ages,2001,Spring,6.318181818181818,[1 - 13],"['Drama', 'Historical', 'School', 'SliceofLife']",['NipponAnimation']
9011,23755,"Action, Adventure, Ecchi, Fantasy, Magic, Shounen, Supernatural",TV,24,A-1 Pictures,PG-13 - Teens 13 or older,2014,Fall,7.89,[13 - 25],"['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",['A-1Pictures']
9018,23775,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1,Wit Studio,R - 17+ (violence & profanity),2014,Fall,7.64,[1 - 13],"['Action', 'Drama', 'Fantasy', 'Shounen', 'SuperPower']",['WitStudio']
9019,23777,"Action, Super Power, Drama, Fantasy, Shounen",Movie,1,Wit Studio,R - 17+ (violence & profanity),2015,Spring,7.74,[1 - 13],"['Action', 'SuperPower', 'Drama', 'Fantasy', 'Shounen']",['WitStudio']
9021,23781,Comedy,Special,7,Gonzo,PG-13 - Teens 13 or older,2014,Spring,5.8,[1 - 13],['Comedy'],['Gonzo']
9022,23787,"Comedy, Game",TV,13,TMS Entertainment,PG-13 - Teens 13 or older,2014,Fall,6.51,[13 - 25],"['Comedy', 'Game']",['TMSEntertainment']
9028,23829,"Comedy, Parody, Sci-Fi, Space",TV,24,Gainax,G - All Ages,1989,Fall,6.043478260869565,[13 - 25],"['Comedy', 'Parody', 'Sci-Fi', 'Space']",['Gainax']
9029,23831,Comedy,Movie,4,Shaft,G - All Ages,2013,Fall,6.19,[1 - 13],['Comedy'],['Shaft']
9030,23835,"Drama, Sci-Fi, Space",ONA,1,Studio Pierrot,R - 17+ (violence & profanity),2014,Spring,5.62,[1 - 13],"['Drama', 'Sci-Fi', 'Space']",['StudioPierrot']
9031,23837,"Action, Supernatural, Thriller",ONA,1,Studio Pierrot,R - 17+ (violence & profanity),2014,Spring,5.76,[1 - 13],"['Action', 'Supernatural', 'Thriller']",['StudioPierrot']
9032,23847,"Slice of Life, Comedy, Drama, Romance, School",TV,13,feel.,PG-13 - Teens 13 or older,2015,Spring,8.27,[13 - 25],"['SliceofLife', 'Comedy', 'Drama', 'Romance', 'School']",['feel.']
9033,23849,"Adventure, Fantasy, Kids",Movie,1,OLM,PG - Children,2014,Summer,6.74,[1 - 13],"['Adventure', 'Fantasy', 'Kids']",['OLM']
9034,23855,"Action, Comedy, Mecha, Parody, Sci-Fi",OVA,2,J.C.Staff,PG-13 - Teens 13 or older,1998,Summer,5.545454545454546,[1 - 13],"['Action', 'Comedy', 'Mecha', 'Parody', 'Sci-Fi']",['J.C.Staff']
9035,23857,"Action, Seinen",ONA,78,DLE,G - All Ages,2014,Spring,4.526315789473684,[73 - 85],"['Action', 'Seinen']",['DLE']
9041,23871,"Comedy, Music, Slice of Life",OVA,1,Gathering,PG-13 - Teens 13 or older,2014,Winter,6.61,[1 - 13],"['Comedy', 'Music', 'SliceofLife']",['Gathering']
9042,23877,Dementia,Movie,1,Studio 4°C,PG - Children,1997,Fall,4.05,[1 - 13],['Dementia'],['Studio4°C']
9046,23895,"Comedy, Historical, Seinen",Special,1,DLE,PG-13 - Teens 13 or older,2014,Spring,5.72,[1 - 13],"['Comedy', 'Historical', 'Seinen']",['DLE']
9047,23897,Slice of Life,TV,20,Doga Kobo,PG - Children,2013,Summer,6.33,[13 - 25],['SliceofLife'],['DogaKobo']
9048,23899,Slice of Life,Special,3,Doga Kobo,PG - Children,2014,Winter,5.706896551724138,[1 - 13],['SliceofLife'],['DogaKobo']
9049,23901,Slice of Life,TV,22,Doga Kobo,PG - Children,2014,Spring,6.13,[13 - 25],['SliceofLife'],['DogaKobo']
9050,23903,"Comedy, Romance",ONA,1,Studio 4°C,R - 17+ (violence & profanity),2014,Winter,5.75,[1 - 13],"['Comedy', 'Romance']",['Studio4°C']
9055,23931,"Action, Military, Sci-Fi, Space, Drama",Special,1,Xebec,PG-13 - Teens 13 or older,2014,Fall,6.76,[1 - 13],"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama']",['Xebec']
9058,23943,Mecha,Special,1,Sunrise,PG-13 - Teens 13 or older,2013,Summer,6.38,[1 - 13],['Mecha'],['Sunrise']
9059,23945,"Comedy, Magic, Ecchi, Fantasy, School, Shounen",TV,12,J.C.Staff,PG-13 - Teens 13 or older,2014,Summer,6.85,[1 - 13],"['Comedy', 'Magic', 'Ecchi', 'Fantasy', 'School', 'Shounen']",['J.C.Staff']
9064,23975,"Music, Kids, Fantasy",OVA,1,"Mook Animation, Urban Product",G - All Ages,1990,Summer,6.11,[1 - 13],"['Music', 'Kids', 'Fantasy']","['MookAnimation', 'UrbanProduct']"
9067,23985,"Comedy, Ecchi, Romance, Seinen, Slice of Life",OVA,3,Production Reed,R+ - Mild Nudity,2014,Fall,6.19,[1 - 13],"['Comedy', 'Ecchi', 'Romance', 'Seinen', 'SliceofLife']",['ProductionReed']
9068,23987,"Historical, Supernatural, Drama, Seinen",Movie,1,Production I.G,PG-13 - Teens 13 or older,2015,Spring,7.2,[1 - 13],"['Historical', 'Supernatural', 'Drama', 'Seinen']",['ProductionI.G']
9069,23989,Ecchi,Special,5,Xebec,R+ - Mild Nudity,2014,Winter,6.21,[1 - 13],['Ecchi'],['Xebec']
9070,23991,"Action, Adventure, Game, Demons, Shounen",Movie,1,LIDENFILMS,PG-13 - Teens 13 or older,2014,Summer,6.79,[1 - 13],"['Action', 'Adventure', 'Game', 'Demons', 'Shounen']",['LIDENFILMS']
9071,24011,Fantasy,TV,12,Studio Gokumi,PG-13 - Teens 13 or older,2015,Fall,5.52,[1 - 13],['Fantasy'],['StudioGokumi']
9073,24021,Hentai,OVA,1,Office Takeout,Rx - Hentai,2014,Summer,6.73,[1 - 13],['Hentai'],['OfficeTakeout']
9075,24029,"Action, Martial Arts, Comedy, School, Shounen",Special,4,Brain's Base,R+ - Mild Nudity,2013,Fall,7.27,[1 - 13],"['Action', 'MartialArts', 'Comedy', 'School', 'Shounen']","[""Brain'sBase""]"
9076,24031,"Comedy, Seinen, Slice of Life",TV,12,Shin-Ei Animation,PG-13 - Teens 13 or older,2014,Fall,7.21,[1 - 13],"['Comedy', 'Seinen', 'SliceofLife']",['Shin-EiAnimation']
9077,24037,"Game, Psychological",TV,12,J.C.Staff,R - 17+ (violence & profanity),2014,Fall,7.39,[1 - 13],"['Game', 'Psychological']",['J.C.Staff']
9086,24075,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",TV,12,A-1 Pictures,PG-13 - Teens 13 or older,2014,Summer,6.63,[1 - 13],"['Sci-Fi', 'Adventure', 'Mystery', 'SuperPower', 'Supernatural', 'School']",['A-1Pictures']
9088,24087,"Comedy, School, Seinen",OVA,3,Toei Animation,R+ - Mild Nudity,1991,Winter,5.8108108108108105,[1 - 13],"['Comedy', 'School', 'Seinen']",['ToeiAnimation']
9090,24093,"Comedy, School, Seinen",OVA,2,J.C.Staff,R - 17+ (violence & profanity),1992,Spring,6.28421052631579,[1 - 13],"['Comedy', 'School', 'Seinen']",['J.C.Staff']
9093,24123,"Comedy, Mecha, Sci-Fi",Special,2,Gainax,G - All Ages,2012,Winter,5.61,[1 - 13],"['Comedy', 'Mecha', 'Sci-Fi']",['Gainax']
9094,24127,"Historical, Horror, Supernatural",ONA,1,Iyasakadou Film,R - 17+ (violence & profanity),2012,Summer,5.91,[1 - 13],"['Historical', 'Horror', 'Supernatural']",['IyasakadouFilm']
9095,24133,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",TV,12,SILVER LINK.,R - 17+ (violence & profanity),2015,Fall,6.9,[1 - 13],"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Military', 'Romance', 'Supernatural']",['SILVERLINK.']
9096,24135,"Comedy, Historical, Romance, Shounen",TV,10,Fuji TV,PG-13 - Teens 13 or older,2014,Summer,7.6,[1 - 13],"['Comedy', 'Historical', 'Romance', 'Shounen']",['FujiTV']
9097,24139,"Music, Supernatural",Music,1,Madhouse,PG-13 - Teens 13 or older,1992,Fall,5.53,[1 - 13],"['Music', 'Supernatural']",['Madhouse']
9098,24151,"Slice of Life, Romance, School, Shoujo",OVA,2,Production I.G,PG-13 - Teens 13 or older,2014,Summer,7.6,[1 - 13],"['SliceofLife', 'Romance', 'School', 'Shoujo']",['ProductionI.G']
9100,24169,"Mystery, Comedy",ONA,1,TMS Entertainment,PG-13 - Teens 13 or older,2014,Spring,6.96,[1 - 13],"['Mystery', 'Comedy']",['TMSEntertainment']
9101,24171,"Action, Historical, Super Power, Ecchi, Martial Arts, Samurai, Fantasy, Shounen",OVA,3,Seven Arcs Pictures,PG-13 - Teens 13 or older,2014,Summer,7.08,[1 - 13],"['Action', 'Historical', 'SuperPower', 'Ecchi', 'MartialArts', 'Samurai', 'Fantasy', 'Shounen']",['SevenArcsPictures']
9102,24175,"Comedy, Ecchi, Romance, School, Shounen",OVA,3,Zexcs,R+ - Mild Nudity,2014,Summer,6.44,[1 - 13],"['Comedy', 'Ecchi', 'Romance', 'School', 'Shounen']",['Zexcs']
9108,24211,"Comedy, Fantasy, Josei",TV,13,Asahi Production,PG-13 - Teens 13 or older,2014,Fall,7.0,[13 - 25],"['Comedy', 'Fantasy', 'Josei']",['AsahiProduction']
9109,24227,"Comedy, Harem, Romance, School, Shounen",OVA,3,Shaft,PG-13 - Teens 13 or older,2014,Fall,7.41,[1 - 13],"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']",['Shaft']
9110,24231,"Action, Adventure, Comedy, Romance, Fantasy",TV,10,Bones,R - 17+ (violence & profanity),2014,Fall,7.22,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Romance', 'Fantasy']",['Bones']
9114,24261,"Action, Adventure, Comedy, Fantasy",OVA,1,Bones,R - 17+ (violence & profanity),2015,Winter,7.02,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Bones']
9115,24269,"Action, Adventure, Mecha, Sci-Fi, Shounen, Super Power",Movie,1,Studio Pierrot,G - All Ages,1999,Summer,5.12280701754386,[1 - 13],"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen', 'SuperPower']",['StudioPierrot']
9118,24275,"Comedy, Seinen",Special,4,Fanworks,G - All Ages,2014,Summer,5.98,[1 - 13],"['Comedy', 'Seinen']",['Fanworks']
9119,24277,"Comedy, Drama, Shounen, Sports",TV,24,TMS Entertainment,PG-13 - Teens 13 or older,2014,Fall,8.12,[13 - 25],"['Comedy', 'Drama', 'Shounen', 'Sports']",['TMSEntertainment']
9124,24347,"Sports, Super Power, Shounen",Movie,1,OLM,G - All Ages,2014,Spring,6.94,[1 - 13],"['Sports', 'SuperPower', 'Shounen']",['OLM']
9128,24365,"Comedy, School, Seinen",Special,2,Shin-Ei Animation,G - All Ages,2014,Spring,7.47,[1 - 13],"['Comedy', 'School', 'Seinen']",['Shin-EiAnimation']
9129,24371,"Drama, Mecha, Military",Special,1,Sunrise,PG-13 - Teens 13 or older,2014,Spring,6.71,[1 - 13],"['Drama', 'Mecha', 'Military']",['Sunrise']
9130,24373,Comedy,Special,1,Studio Pierrot,PG-13 - Teens 13 or older,1991,Fall,5.932038834951456,[1 - 13],['Comedy'],['StudioPierrot']
9133,24405,"Action, Sci-Fi, Supernatural, School, Shounen",TV,73,Toei Animation,PG-13 - Teens 13 or older,2014,Fall,7.58,[73 - 85],"['Action', 'Sci-Fi', 'Supernatural', 'School', 'Shounen']",['ToeiAnimation']
9134,24415,"Comedy, Sports, School, Shounen",TV,25,Production I.G,PG-13 - Teens 13 or older,2015,Winter,8.34,[25 - 37],"['Comedy', 'Sports', 'School', 'Shounen']",['ProductionI.G']
9135,24417,"Comedy, Shounen",TV,25,Studio Deen,PG-13 - Teens 13 or older,2014,Summer,6.21,[25 - 37],"['Comedy', 'Shounen']",['StudioDeen']
9138,24439,"Action, Comedy, Super Power, Supernatural, Vampire, Fantasy, Shounen",TV,12,Bones,R - 17+ (violence & profanity),2015,Spring,7.65,[1 - 13],"['Action', 'Comedy', 'SuperPower', 'Supernatural', 'Vampire', 'Fantasy', 'Shounen']",['Bones']
9142,24451,"Harem, Comedy, Romance, School",OVA,1,Hoods Entertainment,PG-13 - Teens 13 or older,2014,Fall,6.74,[1 - 13],"['Harem', 'Comedy', 'Romance', 'School']",['HoodsEntertainment']
9144,24455,"Adventure, Ecchi, Fantasy, Harem, Romance",TV,13,Satelight,R - 17+ (violence & profanity),2014,Fall,7.17,[13 - 25],"['Adventure', 'Ecchi', 'Fantasy', 'Harem', 'Romance']",['Satelight']
9146,24459,Fantasy,Special,1,ufotable,PG-13 - Teens 13 or older,2014,Fall,7.41,[1 - 13],['Fantasy'],['ufotable']
9148,24469,"Action, Mecha, Sci-Fi",Special,2,Sunrise,PG-13 - Teens 13 or older,2014,Summer,7.31,[1 - 13],"['Action', 'Mecha', 'Sci-Fi']",['Sunrise']
9149,24471,"Comedy, Demons, Supernatural, Fantasy, Seinen",OVA,4,"Studio Deen, Wit Studio",PG-13 - Teens 13 or older,2015,Winter,7.88,[1 - 13],"['Comedy', 'Demons', 'Supernatural', 'Fantasy', 'Seinen']","['StudioDeen', 'WitStudio']"
9150,24475,"Comedy, Ecchi, Harem, Seinen, Slice of Life",Special,6,Zexcs,PG-13 - Teens 13 or older,2014,Spring,7.23,[1 - 13],"['Comedy', 'Ecchi', 'Harem', 'Seinen', 'SliceofLife']",['Zexcs']
9153,24527,"Action, Military, Seinen",Special,1,J.C.Staff,PG - Children,2006,Fall,6.2,[1 - 13],"['Action', 'Military', 'Seinen']",['J.C.Staff']
9154,24531,"Comedy, Ecchi, School, Shounen",OVA,3,Brain's Base,PG-13 - Teens 13 or older,2014,Summer,6.14,[1 - 13],"['Comedy', 'Ecchi', 'School', 'Shounen']","[""Brain'sBase""]"
9155,24543,"Action, Fantasy, Supernatural",Movie,1,A-1 Pictures,R - 17+ (violence & profanity),2015,Spring,7.62,[1 - 13],"['Action', 'Fantasy', 'Supernatural']",['A-1Pictures']
9160,24591,"Comedy, Kids, Supernatural",Movie,1,OLM,G - All Ages,2014,Fall,6.92,[1 - 13],"['Comedy', 'Kids', 'Supernatural']",['OLM']
9162,24619,"Action, Magic, Fantasy, Shounen",Special,2,Tatsunoko Production,PG-13 - Teens 13 or older,1989,Fall,6.336734693877551,[1 - 13],"['Action', 'Magic', 'Fantasy', 'Shounen']",['TatsunokoProduction']
9163,24625,"Action, Sci-Fi, Mecha",TV,25,Sunrise,G - All Ages,2014,Fall,7.27,[25 - 37],"['Action', 'Sci-Fi', 'Mecha']",['Sunrise']
9164,24627,"Comedy, Romance, School, Shounen",OVA,2,LIDENFILMS,PG-13 - Teens 13 or older,2014,Fall,7.46,[1 - 13],"['Comedy', 'Romance', 'School', 'Shounen']",['LIDENFILMS']
9165,24629,"Slice of Life, Comedy, Seinen",TV,12,Shaft,PG-13 - Teens 13 or older,2015,Winter,6.8,[1 - 13],"['SliceofLife', 'Comedy', 'Seinen']",['Shaft']
9167,24637,"Sci-Fi, Comedy, Ecchi",Special,1,Shaft,R+ - Mild Nudity,2003,Winter,5.65,[1 - 13],"['Sci-Fi', 'Comedy', 'Ecchi']",['Shaft']
9168,24641,Hentai,OVA,1,Seven,Rx - Hentai,2014,Summer,7.38,[1 - 13],['Hentai'],['Seven']
9169,24645,"Drama, Historical, Slice of Life",Special,2,Nippon Animation,G - All Ages,2001,Spring,6.142857142857143,[1 - 13],"['Drama', 'Historical', 'SliceofLife']",['NipponAnimation']
9170,24647,"Slice of Life, Drama",Special,2,Nippon Animation,G - All Ages,2001,Spring,5.818181818181818,[1 - 13],"['SliceofLife', 'Drama']",['NipponAnimation']
9171,24655,"Harem, Romance, Sci-Fi",Movie,1,Production IMS,PG-13 - Teens 13 or older,2015,Summer,7.36,[1 - 13],"['Harem', 'Romance', 'Sci-Fi']",['ProductionIMS']
9172,24663,"Slice of Life, Comedy, Supernatural",TV,115,Shin-Ei Animation,PG - Children,1991,Spring,5.948717948717949,[109 - 121],"['SliceofLife', 'Comedy', 'Supernatural']",['Shin-EiAnimation']
